Placa;Codigo_Verificacion;Fecha_Emision;A¤o_Proceso;Medio_de_Pago;Cuotas Permiso;Codigo_SII;Comuna_Propietario;Comuna_Permiso;Valor_Contado;Total_a_Pagar;A¤o_Fabricacion;TipoVehiculo;Marca;Modelo;Cilindrada;Equipamiento;Combustible;Transmision;Tonelaje;Comuna_Anterior;Fecha_Vencimiento;;;Placa;Codigo_Verificacion;Fecha_Emision;A¤o_Proceso;Medio_de_Pago;Cuotas Permiso;Codigo_SII;Comuna_Propietario;Comuna_Permiso;Valor_Contado;Total_a_Pagar;A¤o_Fabricacion;TipoVehiculo;Marca;Modelo;Cilindrada;Equipamiento;Combustible;Transmision;Tonelaje;Comuna_Anterior;Fecha_Vencimiento
HV-4729;0;28-09-2021;2021;Pago Fisico;Total;NULL;RIO IBA¥EZ;RIO IBA¥EZ;100644;124104;1985;CAMION;FORD;F 11000;NULL;NORM;DIES;MEC;7000;RIO IBA¥EZ;30-09-2021;;;HV-4729;0;28-09-2021;NULL;Pago Fisico;Total;NULL;RIO IBA¥EZ;RIO IBA¥EZ;100644;124104;1985;CAMION;FORD;F 11000;NULL;NORM;DIES;MEC;7000;RIO IBA¥EZ;30-09-2021
HWCH-16;5;26-02-2021;2021;Pago Fisico;Total;VN160003716;VITACURA;RIO IBA¥EZ;341141;341141;2016;STATION WAGON;MAZDA;CX9;3700;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;HWCH-16;5;26-02-2021;NULL;Pago Fisico;Total;VN160003716;VITACURA;RIO IBA¥EZ;341141;341141;2016;STATION WAGON;MAZDA;CX9;3700;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
HXHS-62;6;10-09-2021;2021;Pago Fisico;Total;NULL;COYHAIQUE;RIO IBA¥EZ;156483;156483;2021;REMOLQUE A;RANDON;RQPTCS 03 22;NULL;NULL;NULL;NULL;22000;RIO IBA¥EZ;30-09-2022;;;HXHS-62;6;10-09-2021;NULL;Pago Fisico;Total;NULL;COYHAIQUE;RIO IBA¥EZ;156483;156483;2021;REMOLQUE A;RANDON;RQPTCS 03 22;NULL;NULL;NULL;NULL;22000;RIO IBA¥EZ;30-09-2022
HXVT-88;0;29-03-2021;2021;Pago Fisico;Total;CT235000683;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2016;CAMIONETA;TOYOTA;HILUX;2000;Full;DIES;Mec;0;RIO IBA¥EZ;31-03-2022;;;HXVT-88;0;29-03-2021;NULL;Pago Fisico;Total;CT235000683;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2016;CAMIONETA;TOYOTA;HILUX;2000;Full;DIES;Mec;0;RIO IBA¥EZ;31-03-2022
HXVT-89;0;02-03-2021;2021;Pago Fisico;Total;CT235015016;RIO IBA¥EZ;RIO IBA¥EZ;82516;82516;2016;CAMIONETA;TOYOTA;HILUX SC-B210 DX C/S;2400;Full;Dies;Mec;0;RIO IBA¥EZ;31-03-2022;;;HXVT-89;0;02-03-2021;NULL;Pago Fisico;Total;CT235015016;RIO IBA¥EZ;RIO IBA¥EZ;82516;82516;2016;CAMIONETA;TOYOTA;HILUX SC-B210 DX C/S;2400;Full;Dies;Mec;0;RIO IBA¥EZ;31-03-2022
HXVW-94;8;10-03-2021;2021;Pago Fisico;Total;SU227018005;COYHAIQUE;RIO IBA¥EZ;25489;25489;2005;AUTOMOVIL;SUBARU;IMPREZA;2000;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;HXVW-94;8;10-03-2021;NULL;Pago Fisico;Total;SU227018005;COYHAIQUE;RIO IBA¥EZ;25489;25489;2005;AUTOMOVIL;SUBARU;IMPREZA;2000;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
HXVX-23;5;30-07-2021;2021;Pago Fisico;Total;NULL;RIO IBA¥EZ;RIO IBA¥EZ;51489;53352;2016;MINIBUS;JAC;SUNRAY GLA 2.8;2800;FULL;DIES;MEC;0;RIO IBA¥EZ;31-05-2022;;;HXVX-23;5;30-07-2021;NULL;Pago Fisico;Total;NULL;RIO IBA¥EZ;RIO IBA¥EZ;51489;53352;2016;MINIBUS;JAC;SUNRAY GLA 2.8;2800;FULL;DIES;MEC;0;RIO IBA¥EZ;31-05-2022
HYBX-16;5;29-03-2021;2021;Pago Fisico;Total;NULL;RIO IBA¥EZ;RIO IBA¥EZ;50322;56168;2004;CAMION;MERCEDES BENZ;612 D D/C;NULL;NULL;NULL;NULL;3000;COYHAIQUE;30-09-2021;;;HYBX-16;5;29-03-2021;NULL;Pago Fisico;Total;NULL;RIO IBA¥EZ;RIO IBA¥EZ;50322;56168;2004;CAMION;MERCEDES BENZ;612 D D/C;NULL;NULL;NULL;NULL;3000;COYHAIQUE;30-09-2021
HYBY-50;1;06-05-2021;2021;Pago Fisico;Total;SU176018609;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2009;STATION WAGON;NISSAN;X-TRAIL S 4X4 MEC;2500;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;HYBY-50;1;06-05-2021;NULL;Pago Fisico;Total;SU176018609;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2009;STATION WAGON;NISSAN;X-TRAIL S 4X4 MEC;2500;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
HYBY-55;2;06-07-2021;2021;Pago Fisico;Total;SU035000816;RIO IBA¥EZ;RIO IBA¥EZ;27835;29859;2016;STATION WAGON;BRILLIANCE;V3;1500;Full;Benc;Mec;0;COYHAIQUE;31-03-2022;;;HYBY-55;2;06-07-2021;NULL;Pago Fisico;Total;SU035000816;RIO IBA¥EZ;RIO IBA¥EZ;27835;29859;2016;STATION WAGON;BRILLIANCE;V3;1500;Full;Benc;Mec;0;COYHAIQUE;31-03-2022
HYCB-19;7;25-03-2021;2021;Pago Fisico;Total;CT132003305;RIO IBA¥EZ;RIO IBA¥EZ;27304;27304;2005;CAMIONETA;KIA;BONGO III D CAB 4X4 3.0;3000;Norm;Di‚s;Mec;0;COYHAIQUE;31-03-2022;;;HYCB-19;7;25-03-2021;NULL;Pago Fisico;Total;CT132003305;RIO IBA¥EZ;RIO IBA¥EZ;27304;27304;2005;CAMIONETA;KIA;BONGO III D CAB 4X4 3.0;3000;Norm;Di‚s;Mec;0;COYHAIQUE;31-03-2022
HYCB-85;5;25-03-2021;2021;Pago Fisico;Total;CT132003805;RIO IBA¥EZ;RIO IBA¥EZ;27562;27562;2005;CAMIONETA;KIA MOTORS;FRONTIER II 2.5 PLUS PUDH;2500;Equi;Dies;Mec;0;RIO IBA¥EZ;31-03-2022;;;HYCB-85;5;25-03-2021;NULL;Pago Fisico;Total;CT132003805;RIO IBA¥EZ;RIO IBA¥EZ;27562;27562;2005;CAMIONETA;KIA MOTORS;FRONTIER II 2.5 PLUS PUDH;2500;Equi;Dies;Mec;0;RIO IBA¥EZ;31-03-2022
HYJW-48;K;22-03-2021;2021;Pago Fisico;Total;CT235014416;COYHAIQUE;RIO IBA¥EZ;107878;107878;2016;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;HYJW-48;K;22-03-2021;NULL;Pago Fisico;Total;CT235014416;COYHAIQUE;RIO IBA¥EZ;107878;107878;2016;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
HYLY-29;7;19-11-2021;2021;Pago Fisico;Total;CT176032816;RIO IBA¥EZ;RIO IBA¥EZ;72607;84328;2016;CAMIONETA;NISSAN;NP300;2300;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;HYLY-29;7;19-11-2021;NULL;Pago Fisico;Total;CT176032816;RIO IBA¥EZ;RIO IBA¥EZ;72607;84328;2016;CAMIONETA;NISSAN;NP300;2300;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
HYYF-26;1;30-03-2021;2021;Pago Fisico;Total;CT235013616;RIO IBA¥EZ;RIO IBA¥EZ;103732;103732;2016;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.4;3000;Full;Dies;Mec;0;RIO IBA¥EZ;31-03-2022;;;HYYF-26;1;30-03-2021;NULL;Pago Fisico;Total;CT235013616;RIO IBA¥EZ;RIO IBA¥EZ;103732;103732;2016;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.4;3000;Full;Dies;Mec;0;RIO IBA¥EZ;31-03-2022
HZKT-42;8;26-02-2021;2021;Pago Fisico;Total;SD162035616;MAIPU;RIO IBA¥EZ;196763;196763;2016;AUTOMOVIL;MERCEDES BENZ;CLA;1600;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;HZKT-42;8;26-02-2021;NULL;Pago Fisico;Total;SD162035616;MAIPU;RIO IBA¥EZ;196763;196763;2016;AUTOMOVIL;MERCEDES BENZ;CLA;1600;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
JA-3334;3;05-11-2021;2021;Pago Fisico;Total;NULL;COYHAIQUE;RIO IBA¥EZ;78242;81798;2004;SEMI REMOLQUE;RANDON;SR TQ TL 0333;NULL;NULL;NULL;NULL;30000;RIO IBA¥EZ;30-09-2022;;;JA-3334;3;05-11-2021;NULL;Pago Fisico;Total;NULL;COYHAIQUE;RIO IBA¥EZ;78242;81798;2004;SEMI REMOLQUE;RANDON;SR TQ TL 0333;NULL;NULL;NULL;NULL;30000;RIO IBA¥EZ;30-09-2022
JBXD-96;2;08-03-2021;2021;Pago Fisico;Total;CT079017417;COYHAIQUE;RIO IBA¥EZ;86324;86324;2017;CAMIONETA;FORD;RANGER;3200;Equi;Di‚s;Mec;0;CHILE CHICO;31-03-2022;;;JBXD-96;2;08-03-2021;NULL;Pago Fisico;Total;CT079017417;COYHAIQUE;RIO IBA¥EZ;86324;86324;2017;CAMIONETA;FORD;RANGER;3200;Equi;Di‚s;Mec;0;CHILE CHICO;31-03-2022
JBXH-30;9;25-03-2021;2021;Pago Fisico;Total;VN111005902;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2002;STATION WAGON;HYUNDAI;GRACE;2500;Equi;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;JBXH-30;9;25-03-2021;NULL;Pago Fisico;Total;VN111005902;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2002;STATION WAGON;HYUNDAI;GRACE;2500;Equi;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
JCWB-46;2;02-03-2021;2021;Pago Fisico;Total;HB160007317;LO BARNECHEA;RIO IBA¥EZ;178467;178467;2017;AUTOMOVIL;MAZDA;MAZDA3;2500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;JCWB-46;2;02-03-2021;NULL;Pago Fisico;Total;HB160007317;LO BARNECHEA;RIO IBA¥EZ;178467;178467;2017;AUTOMOVIL;MAZDA;MAZDA3;2500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
JDXK-90;4;19-03-2021;2021;Pago Fisico;Total;HB184011707;RIO IBA¥EZ;RIO IBA¥EZ;27769;27769;2007;AUTOMOVIL;PEUGEOT;207;1600;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;JDXK-90;4;19-03-2021;NULL;Pago Fisico;Total;HB184011707;RIO IBA¥EZ;RIO IBA¥EZ;27769;27769;2007;AUTOMOVIL;PEUGEOT;207;1600;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
JDXL-12;9;12-04-2021;2021;Pago Fisico;Total;HB229007807;RIO IBA¥EZ;RIO IBA¥EZ;25489;25871;2007;AUTOMOVIL;SUZUKI;SWIFT;1300;Equi;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;JDXL-12;9;12-04-2021;NULL;Pago Fisico;Total;HB229007807;RIO IBA¥EZ;RIO IBA¥EZ;25489;25871;2007;AUTOMOVIL;SUZUKI;SWIFT;1300;Equi;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
JFLR-63;4;25-03-2021;2021;Pago Fisico;Total;CT235014417;COYHAIQUE;RIO IBA¥EZ;127518;127518;2017;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;LAGO VERDE;31-03-2022;;;JFLR-63;4;25-03-2021;NULL;Pago Fisico;Total;CT235014417;COYHAIQUE;RIO IBA¥EZ;127518;127518;2017;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;LAGO VERDE;31-03-2022
JFRT-71;K;19-01-2021;2021;Pago Fisico;Total;SD032047717;CASTRO;RIO IBA¥EZ;632510;708010;2017;AUTOMOVIL;B.M.W;420 CABRIO M SPORT;2000;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2021;;;JFRT-71;K;19-01-2021;NULL;Pago Fisico;Total;SD032047717;CASTRO;RIO IBA¥EZ;632510;708010;2017;AUTOMOVIL;B.M.W;420 CABRIO M SPORT;2000;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2021
JGSH-14;3;29-03-2021;2021;Pago Fisico;Total;CT166006616;RIO IBA¥EZ;RIO IBA¥EZ;72607;72607;2016;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;JGSH-14;3;29-03-2021;NULL;Pago Fisico;Total;CT166006616;RIO IBA¥EZ;RIO IBA¥EZ;72607;72607;2016;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
JGSH-66;6;29-03-2021;2021;Pago Fisico;Total;VN111006702;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2002;STATION WAGON;HYUNDAI;GRACE VAN H-100 TD;2500;Norm;Dies;Mec;0;RIO IBA¥EZ;31-03-2022;;;JGSH-66;6;29-03-2021;NULL;Pago Fisico;Total;VN111006702;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2002;STATION WAGON;HYUNDAI;GRACE VAN H-100 TD;2500;Norm;Dies;Mec;0;RIO IBA¥EZ;31-03-2022
JGSH-77;1;09-04-2021;2021;Pago Fisico;Total;CT235004001;RIO IBA¥EZ;RIO IBA¥EZ;25489;25923;2001;CAMIONETA;TOYOTA;HILUX C/S DLX;2400;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;JGSH-77;1;09-04-2021;NULL;Pago Fisico;Total;CT235004001;RIO IBA¥EZ;RIO IBA¥EZ;25489;25923;2001;CAMIONETA;TOYOTA;HILUX C/S DLX;2400;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
JGSH-84;4;25-03-2021;2021;Pago Fisico;Total;NULL;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;1995;CAMIONETA;NISSAN;ATLAS 4X4 4.2;4200;NORM;DIES;MEC;0;RIO IBA¥EZ;31-03-2022;;;JGSH-84;4;25-03-2021;NULL;Pago Fisico;Total;NULL;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;1995;CAMIONETA;NISSAN;ATLAS 4X4 4.2;4200;NORM;DIES;MEC;0;RIO IBA¥EZ;31-03-2022
JGSJ-17;4;25-03-2021;2021;Pago Fisico;Total;CT091005617;RIO IBA¥EZ;RIO IBA¥EZ;58925;58925;2017;CAMIONETA;GREAT WALL;WINGLE6;2000;Full;Di‚s;Mec;0;COYHAIQUE;31-03-2022;;;JGSJ-17;4;25-03-2021;NULL;Pago Fisico;Total;CT091005617;RIO IBA¥EZ;RIO IBA¥EZ;58925;58925;2017;CAMIONETA;GREAT WALL;WINGLE6;2000;Full;Di‚s;Mec;0;COYHAIQUE;31-03-2022
JGSJ-77;8;24-03-2021;2021;Pago Fisico;Total;SU229025317;COYHAIQUE;RIO IBA¥EZ;43632;43632;2017;STATION WAGON;SUZUKI;GRAND NOMADE GLX SPORT 4X4;2400;Full;Benc;Mec;0;COYHAIQUE;31-03-2022;;;JGSJ-77;8;24-03-2021;NULL;Pago Fisico;Total;SU229025317;COYHAIQUE;RIO IBA¥EZ;43632;43632;2017;STATION WAGON;SUZUKI;GRAND NOMADE GLX SPORT 4X4;2400;Full;Benc;Mec;0;COYHAIQUE;31-03-2022
JJ-7549;2;04-05-2021;2021;Pago Fisico;Total;NULL;SAN BERNARDO;RIO IBA¥EZ;75483;85578;2010;SEMI REMOLQUE;TREMAC;SRTP 13,5 3 S;0;NULL;NULL;NULL;30000;RIO IBA¥EZ;30-09-2021;;;JJ-7549;2;04-05-2021;NULL;Pago Fisico;Total;NULL;SAN BERNARDO;RIO IBA¥EZ;75483;85578;2010;SEMI REMOLQUE;TREMAC;SRTP 13,5 3 S;0;NULL;NULL;NULL;30000;RIO IBA¥EZ;30-09-2021
JJGB-45;1;22-09-2021;2021;Pago Fisico;Total;NULL;RIO IBA¥EZ;RIO IBA¥EZ;51489;55397;2017;MINIBUS;JAC;SUNRAY GLA 2.8;2800;EQUI;DIES;MEC;0;RIO IBA¥EZ;31-05-2022;;;JJGB-45;1;22-09-2021;NULL;Pago Fisico;Total;NULL;RIO IBA¥EZ;RIO IBA¥EZ;51489;55397;2017;MINIBUS;JAC;SUNRAY GLA 2.8;2800;EQUI;DIES;MEC;0;RIO IBA¥EZ;31-05-2022
JJGD-99;3;23-03-2021;2021;Pago Fisico;Total;NULL;RIO IBA¥EZ;RIO IBA¥EZ;50021;58847;2013;MINIBUS;HYUNDAI;GRAND STAREX 2.5;2500;FULL;DIES;MEC;0;COYHAIQUE;31-05-2021;;;JJGD-99;3;23-03-2021;NULL;Pago Fisico;Total;NULL;RIO IBA¥EZ;RIO IBA¥EZ;50021;58847;2013;MINIBUS;HYUNDAI;GRAND STAREX 2.5;2500;FULL;DIES;MEC;0;COYHAIQUE;31-05-2021
JJGF-85;K;23-04-2021;2021;Pago Fisico;Total;HB050018017;COYHAIQUE;RIO IBA¥EZ;26502;26900;2017;AUTOMOVIL;CHEVROLET;ONIX;1400;Full;Benc;Mec;0;COYHAIQUE;31-03-2022;;;JJGF-85;K;23-04-2021;NULL;Pago Fisico;Total;HB050018017;COYHAIQUE;RIO IBA¥EZ;26502;26900;2017;AUTOMOVIL;CHEVROLET;ONIX;1400;Full;Benc;Mec;0;COYHAIQUE;31-03-2022
JK-8722;3;30-09-2021;2021;Pago Fisico;Total;NULL;RIO IBA¥EZ;RIO IBA¥EZ;104322;104322;2010;REMOLQUE A;RANDON;RQPTCS0216;NULL;NULL;NULL;NULL;10000;RIO IBA¥EZ;30-09-2022;;;JK-8722;3;30-09-2021;NULL;Pago Fisico;Total;NULL;RIO IBA¥EZ;RIO IBA¥EZ;104322;104322;2010;REMOLQUE A;RANDON;RQPTCS0216;NULL;NULL;NULL;NULL;10000;RIO IBA¥EZ;30-09-2022
JKKF-34;6;02-03-2021;2021;Pago Fisico;Total;CO065001915;RIO IBA¥EZ;RIO IBA¥EZ;29608;29608;2015;STATION WAGON;DONGFENG;N351 4X4 2.0;2000;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;JKKF-34;6;02-03-2021;NULL;Pago Fisico;Total;CO065001915;RIO IBA¥EZ;RIO IBA¥EZ;29608;29608;2015;STATION WAGON;DONGFENG;N351 4X4 2.0;2000;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
JPFK-77;7;06-04-2021;2021;Pago Fisico;Total;SU111006207;RIO IBA¥EZ;RIO IBA¥EZ;25489;25871;2007;STATION WAGON;HYUNDAI;SANTA FE;2200;Full;Di‚s;Aut;0;COYHAIQUE;31-03-2022;;;JPFK-77;7;06-04-2021;NULL;Pago Fisico;Total;SU111006207;RIO IBA¥EZ;RIO IBA¥EZ;25489;25871;2007;STATION WAGON;HYUNDAI;SANTA FE;2200;Full;Di‚s;Aut;0;COYHAIQUE;31-03-2022
JRHD-48;1;12-02-2021;2021;Pago Fisico;2da. Cuota;CT166006617;RIO IBA¥EZ;RIO IBA¥EZ;91789;51230;2017;CAMIONETA;MITSUBISHI;L200 KATANA CRT;2400;Full;Dies;Mec;0;RIO IBA¥EZ;31-03-2021;;;JRHD-48;1;12-02-2021;NULL;Pago Fisico;2da. Cuota;CT166006617;RIO IBA¥EZ;RIO IBA¥EZ;91789;51230;2017;CAMIONETA;MITSUBISHI;L200 KATANA CRT;2400;Full;Dies;Mec;0;RIO IBA¥EZ;31-03-2021
JRJH-14;1;22-03-2021;2021;Pago Fisico;Total;HB229008009;COYHAIQUE;RIO IBA¥EZ;25489;25489;2009;AUTOMOVIL;SUZUKI;SPLASH 1.2 AUT;1200;Equi;Benc;Aut;0;COYHAIQUE;31-03-2022;;;JRJH-14;1;22-03-2021;NULL;Pago Fisico;Total;HB229008009;COYHAIQUE;RIO IBA¥EZ;25489;25489;2009;AUTOMOVIL;SUZUKI;SPLASH 1.2 AUT;1200;Equi;Benc;Aut;0;COYHAIQUE;31-03-2022
JRJH-30;3;29-03-2021;2021;Pago Fisico;Total;CT166006617;COYHAIQUE;RIO IBA¥EZ;82759;82759;2017;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;JRJH-30;3;29-03-2021;NULL;Pago Fisico;Total;CT166006617;COYHAIQUE;RIO IBA¥EZ;82759;82759;2017;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
JRJK-46;2;25-03-2021;2021;Pago Fisico;Total;HB229015317;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2017;AUTOMOVIL;SUZUKI;ALTO K10 1.0 2AB GLX AC;1000;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;JRJK-46;2;25-03-2021;NULL;Pago Fisico;Total;HB229015317;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2017;AUTOMOVIL;SUZUKI;ALTO K10 1.0 2AB GLX AC;1000;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
JRJL-45;0;30-03-2021;2021;Pago Fisico;Total;CT176003598;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;1998;CAMIONETA;NISSAN;D21 CABINA Y MEDIA;2400;Equi;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;JRJL-45;0;30-03-2021;NULL;Pago Fisico;Total;CT176003598;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;1998;CAMIONETA;NISSAN;D21 CABINA Y MEDIA;2400;Equi;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
JRJP-96;8;15-01-2021;2021;Pago Fisico;Total;SU176012606;RIO IBA¥EZ;RIO IBA¥EZ;24837;29163;2006;STATION WAGON;NISSAN;MURANO;3500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2021;;;JRJP-96;8;15-01-2021;NULL;Pago Fisico;Total;SU176012606;RIO IBA¥EZ;RIO IBA¥EZ;24837;29163;2006;STATION WAGON;NISSAN;MURANO;3500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2021
JRXL-87;6;28-09-2021;2021;Pago Fisico;Total;CT160012617;RIO IBA¥EZ;RIO IBA¥EZ;119918;133455;2017;CAMIONETA;MAZDA;BT50;3200;Full;Dies;Aut;0;RIO IBA¥EZ;31-03-2022;;;JRXL-87;6;28-09-2021;NULL;Pago Fisico;Total;CT160012617;RIO IBA¥EZ;RIO IBA¥EZ;119918;133455;2017;CAMIONETA;MAZDA;BT50;3200;Full;Dies;Aut;0;RIO IBA¥EZ;31-03-2022
JSHR-90;0;28-09-2021;2021;Pago Fisico;Total;NULL;LAS CONDES;RIO IBA¥EZ;52161;52161;2017;CAMION;MITSUBISHI;CANTER 815;NULL;NORM;DIES;MEC;5000;COCHRANE;30-09-2022;;;JSHR-90;0;28-09-2021;NULL;Pago Fisico;Total;NULL;LAS CONDES;RIO IBA¥EZ;52161;52161;2017;CAMION;MITSUBISHI;CANTER 815;NULL;NORM;DIES;MEC;5000;COCHRANE;30-09-2022
JTDF-25;1;25-03-2021;2021;Pago Fisico;Total;SU111004404;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2004;STATION WAGON;HYUNDAI;SANTA FE;2000;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;JTDF-25;1;25-03-2021;NULL;Pago Fisico;Total;SU111004404;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2004;STATION WAGON;HYUNDAI;SANTA FE;2000;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
JTDH-69;6;05-11-2021;2021;Pago Fisico;Total;SU132008105;RIO IBA¥EZ;RIO IBA¥EZ;25489;29604;2005;STATION WAGON;KIA MOTORS;SPORTAGE;2000;Full;Di‚s;Aut;0;RIO IBA¥EZ;31-03-2022;;;JTDH-69;6;05-11-2021;NULL;Pago Fisico;Total;SU132008105;RIO IBA¥EZ;RIO IBA¥EZ;25489;29604;2005;STATION WAGON;KIA MOTORS;SPORTAGE;2000;Full;Di‚s;Aut;0;RIO IBA¥EZ;31-03-2022
JWGB-57;0;31-03-2021;2021;Pago Fisico;Total;SU227014303;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2003;STATION WAGON;SUBARU;FORESTER;2000;Full;Benc;Mec;0;AISEN;31-03-2022;;;JWGB-57;0;31-03-2021;NULL;Pago Fisico;Total;SU227014303;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2003;STATION WAGON;SUBARU;FORESTER;2000;Full;Benc;Mec;0;AISEN;31-03-2022
JWGB-65;1;18-03-2021;2021;Pago Fisico;Total;HB229006606;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2006;STATION WAGON;SUZUKI;SX4 1.5 AUT;1500;Equi;Benc;Aut;0;COYHAIQUE;31-03-2022;;;JWGB-65;1;18-03-2021;NULL;Pago Fisico;Total;HB229006606;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2006;STATION WAGON;SUZUKI;SX4 1.5 AUT;1500;Equi;Benc;Aut;0;COYHAIQUE;31-03-2022
JWGB-67;8;10-03-2021;2021;Pago Fisico;Total;SU132006404;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2004;STATION WAGON;KIA MOTORS;SORENTO EX 2.5 MT AC 4X4;2500;Full;Dies;Mec;0;RIO IBA¥EZ;31-03-2022;;;JWGB-67;8;10-03-2021;NULL;Pago Fisico;Total;SU132006404;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2004;STATION WAGON;KIA MOTORS;SORENTO EX 2.5 MT AC 4X4;2500;Full;Dies;Mec;0;RIO IBA¥EZ;31-03-2022
JWGC-39;9;31-03-2021;2021;Pago Fisico;Total;SU111003602;RIO IBA¥EZ;RIO IBA¥EZ;26366;25489;2002;STATION WAGON;HYUNDAI;SANTA FE;2700;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;JWGC-39;9;31-03-2021;NULL;Pago Fisico;Total;SU111003602;RIO IBA¥EZ;RIO IBA¥EZ;26366;25489;2002;STATION WAGON;HYUNDAI;SANTA FE;2700;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
JWGD-93;K;31-03-2021;2021;Pago Fisico;Total;SU111006912;CHILE CHICO;RIO IBA¥EZ;39316;39316;2012;STATION WAGON;HYUNDAI;SANTA FE;2200;Full;Dies;Aut;0;RIO IBA¥EZ;31-03-2022;;;JWGD-93;K;31-03-2021;NULL;Pago Fisico;Total;SU111006912;CHILE CHICO;RIO IBA¥EZ;39316;39316;2012;STATION WAGON;HYUNDAI;SANTA FE;2200;Full;Dies;Aut;0;RIO IBA¥EZ;31-03-2022
